,ID,ScreenName,Date,text,media
54,1512192150993317889,LilABC10,Thu Apr 07 22:14:38 +0000 2022,Personalised First Birthday unicorn or troll rainbow Tutu Set #momlife #babygifts #babyshower #lilabc… https://t.co/wjGtVDe25O,
55,1512191622234222598,StanPopovich,Thu Apr 07 22:12:32 +0000 2022,"ADVICE
https://t.co/HvEPPmsOGr

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/ILK5MAF9Xq",
56,1512191339127050254,ibrandamour,Thu Apr 07 22:11:25 +0000 2022,#momlife #homesupplies EcoCoconut Twin Pack Scourers https://t.co/vCZKoodGMP https://t.co/uWy7BlV4GY,"[Media(ID=1512191337407426566, Type=photo, DisplayURL='pic.twitter.com/uWy7BlV4GY')]"
57,1512191263369478146,StanPopovich,Thu Apr 07 22:11:06 +0000 2022,"STAN
https://t.co/7ejvGr4A7w

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/huj8Nrdzqj",
58,1512190919596032004,jackiefell,Thu Apr 07 22:09:45 +0000 2022,It’s that time of day. Listening to @AgentPenfold read Big Feelings. Charlie (3) said Hope (1.5) needed this becaus… https://t.co/9jKuslO68J,
59,1512190890294583301,StanPopovich,Thu Apr 07 22:09:38 +0000 2022,"TRAVEL
https://t.co/XUKeKjBcHj

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/lymQpUQSO0",
60,1512190785738977285,MaliaMadison9,Thu Apr 07 22:09:13 +0000 2022,#outreach #momlife Fleece Baby Coat with Bear Ears https://t.co/Kc9fWOSahw https://t.co/Fq5nlphEJe,"[Media(ID=1512190783633436684, Type=photo, DisplayURL='pic.twitter.com/Fq5nlphEJe')]"
61,1512190738444001286,A6EJuP1nO5Fm4BG,Thu Apr 07 22:09:01 +0000 2022,"RT @momincest143: Me and my sister at home alone sex
Behen ki choday 🍑🍑🍆🍆
Follow me
Retweet
#mommy #mom #MomIncest #momsonlove #momswap #MO…",
62,1512190538950365188,StanPopovich,Thu Apr 07 22:08:14 +0000 2022,"DATE
https://t.co/ka4xr99Evv

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/P7Pqn5rPHI",
63,1512190129204514819,StanPopovich,Thu Apr 07 22:06:36 +0000 2022,"LIFE
https://t.co/39zAStV4FM

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/UmXjOWrxMb",
64,1512189925654941699,KitKatsTutus,Thu Apr 07 22:05:48 +0000 2022,"Spring hot cocoa/cider/lemonade/ tea bar.
#spring #pnwspring #springcocoabar #momoffour #momlife https://t.co/HWElpm7HRF",
65,1512189746126151680,StanPopovich,Thu Apr 07 22:05:05 +0000 2022,"MARRIED
https://t.co/ZiYUfuOwQz

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/gQCt60Dxj4",
66,1512189425027010565,StanPopovich,Thu Apr 07 22:03:48 +0000 2022,"TALK
https://t.co/RAHDsPKF6Q

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/3ADxoZAV4k",
67,1512189343363854338,DavidMendezMar3,Thu Apr 07 22:03:29 +0000 2022,"RT @kumiomori: I’m trying to life better😄
#dysfunctional #weirdo #momlife #MILF #bignaturalbreasts #nomakeup #asiangirlswanted #JapaneseCut…",
68,1512189236069511173,popyum,Thu Apr 07 22:03:03 +0000 2022,"""One whole month of loving you (⺣◡⺣)♡*"" -Instagram: @gabi.gabi #popyum #cutebaby #cute #baby #babylove #babylife… https://t.co/qRzoHnYpnM",
69,1512189119706894350,MayEsperanzaL,Thu Apr 07 22:02:35 +0000 2022,Kevin's outfit is literally what I wore during my third trimester #momlife #BBCAN10 https://t.co/lhNNUtPeyl,
70,1512189117219672065,StanPopovich,Thu Apr 07 22:02:35 +0000 2022,"SPEECH!
https://t.co/TYL5OzcQxv

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/yUUFXDdA5r",
71,1512188954363273220,CourtneyHunts,Thu Apr 07 22:01:56 +0000 2022,@BuschBeer @CashApp BECAUSE MY KIDS STRESS ME OUT! I have 8 games told this weekend between baseball and soccer! 😬… https://t.co/KgIqUzpzPW,
72,1512188699555024900,homeschoolcom,Thu Apr 07 22:00:55 +0000 2022,"I find this to be so true! @biglifejournal
#homeschoollife
#momlife
#dadlife https://t.co/jlSO7kRLAt","[Media(ID=1512188698049327114, Type=photo, DisplayURL='pic.twitter.com/jlSO7kRLAt')]"
73,1512188682677149701,StanPopovich,Thu Apr 07 22:00:51 +0000 2022,"GOALS
https://t.co/v5nTNlzdc4

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/HH2KlCFPg7",
74,1512188446055481350,Alwayshorny1468,Thu Apr 07 21:59:55 +0000 2022,"RT @MrMrsAOHhhK: #Tbt. Having my tits out just makes things more fun. Cleaning isn’t as bad when I know the neighbors are watching 😂. 

#re…",
75,1512188355575963652,StanPopovich,Thu Apr 07 21:59:33 +0000 2022,"FAIL
https://t.co/D9BREtMNt4

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/4UEDiHBRWE",
76,1512188052990570503,StanPopovich,Thu Apr 07 21:58:21 +0000 2022,"GRIEF
https://t.co/y1Zm6tu6Oq

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/nTYux1fSbe",
77,1512187732419915783,StanPopovich,Thu Apr 07 21:57:05 +0000 2022,"PTSD
https://t.co/MsiFOyamrB

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/rZVPrIX9rN",
78,1512187279825149959,StanPopovich,Thu Apr 07 21:55:17 +0000 2022,"ESTEEM
https://t.co/UJH5ttbgJ3

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/QyZ8yBd8hT",
79,1512187129757155329,redheadangel70,Thu Apr 07 21:54:41 +0000 2022,#momsgetreal #aventpartner #ad I'm the newest member of Philips Avent Momspace — a community where moms can get rea… https://t.co/OeNfSKC664,
80,1512187010370482184,AUTHOR1TYZER0,Thu Apr 07 21:54:13 +0000 2022,"#childhoodanxiety #anxiety #love #depression #memories #mentalhealth #family #kids #selfcare #momlife #stress 
""How… https://t.co/kyFszy3Iaf",
81,1512186898625835008,StanPopovich,Thu Apr 07 21:53:46 +0000 2022,"PARENT
https://t.co/o8p5asDpq8

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/iDPMpOzGT8",
82,1512186618215641089,TherapistTamara,Thu Apr 07 21:52:39 +0000 2022,"I asked allergy dads what they thought the hardest part of allergy parenting was, and what they and their partner/s… https://t.co/8prwQpYk5E",
83,1512186562443943939,StanPopovich,Thu Apr 07 21:52:26 +0000 2022,"HELP
https://t.co/6qcq5VW8na

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/oMFgDu2ACy",
84,1512186453454897157,MinimalistMerch,Thu Apr 07 21:52:00 +0000 2022,"The Meaning of Mother
#mom #love #momlife #family #baby #mother #dad #happy #kids #instagood #motherhood #mommy… https://t.co/8wVBGiMr7G",
85,1512186254615531521,rubenva09868563,Thu Apr 07 21:51:12 +0000 2022,"RT @GraceWithin5: When you look at your children &amp; you're so proud of what they've become &amp; say to your spouse..""we did that!"" It's such a…",
86,1512185894383624195,StanPopovich,Thu Apr 07 21:49:46 +0000 2022,"FAME
https://t.co/WY4Uf71MLG

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/DIBsf52Wly",
87,1512185863572230147,HarmonyPebble,Thu Apr 07 21:49:39 +0000 2022,"RT @BlueCornerCreas: PersonalizedByHand🔥💕 https://t.co/bwexpj5x83
#groom #bride #wedding #bridesmaids #weddingparty #engaged #anniversary #…",
88,1512185847117922319,HarmonyPebble,Thu Apr 07 21:49:35 +0000 2022,"RT @BlueCornerCreas: PersonalizedByHand🔥💕 https://t.co/bwexpj5x83
#groom #bride #wedding #bridesmaids #weddingparty #engaged #anniversary #…",
89,1512185832790183938,HarmonyPebble,Thu Apr 07 21:49:32 +0000 2022,"RT @BlueCornerCreas: PersonalizedByHand🔥💕 https://t.co/bwexpj5x83
#groom #bride #wedding #bridesmaids #weddingparty #engaged #anniversary #…",
90,1512185563285180418,StanPopovich,Thu Apr 07 21:48:27 +0000 2022,"PRAY
https://t.co/u2un4y8F3I

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/PHnrqM5bGF",
91,1512185208526843908,StanPopovich,Thu Apr 07 21:47:03 +0000 2022,"PET
https://t.co/UNkekjZ96v

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/4TADnsmlXO",
92,1512185176306159617,casallerdo,Thu Apr 07 21:46:55 +0000 2022,"RT @kumiomori: I’m trying to life better😄
#dysfunctional #weirdo #momlife #MILF #bignaturalbreasts #nomakeup #asiangirlswanted #JapaneseCut…",
93,1512185086288048129,BobisBig69,Thu Apr 07 21:46:34 +0000 2022,"RT @kumiomori: I’m trying to life better😄
#dysfunctional #weirdo #momlife #MILF #bignaturalbreasts #nomakeup #asiangirlswanted #JapaneseCut…",
94,1512184822978027525,StanPopovich,Thu Apr 07 21:45:31 +0000 2022,"ADDICTION
https://t.co/PMM9upSJuQ

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/g8mgdFZ63A",
95,1512184790581141512,Tweetsfunding,Thu Apr 07 21:45:23 +0000 2022,"RT @Roxanne93967017: Want Abundance!?!
✨🤍🦄🌈💫

Full video on FB/IG

https://t.co/MBVz6Kr19i

#soulpreneur #soulpreneurmom #positivevibes #po…",
96,1512184759966998539,IamSwayla,Thu Apr 07 21:45:16 +0000 2022,#momlife https://t.co/cqiVI1nOEw,
97,1512184713888382980,Roxanne93967017,Thu Apr 07 21:45:05 +0000 2022,"Want Abundance!?!
✨🤍🦄🌈💫

Full video on FB/IG

https://t.co/MBVz6Kr19i

#soulpreneur #soulpreneurmom #positivevibes… https://t.co/HRkZkvaiXA",
98,1512184471696683009,StanPopovich,Thu Apr 07 21:44:07 +0000 2022,"LEADER
https://t.co/s7HKy3gPqe

#mentalhealthsupport
#MentalIllness
#mentalwellness 
#mindfulness
#momlife
#moms… https://t.co/hbxVAl6kR1",
99,1512184291232526337,Dailmamamoose,Thu Apr 07 21:43:24 +0000 2022,"RT @GraceWithin5: When you look at your children &amp; you're so proud of what they've become &amp; say to your spouse..""we did that!"" It's such a…",
,ID,ScreenName,Date,text,media
0,1512213306366341121,kmaemaier,Thu Apr 07 23:38:42 +0000 2022,"Check out @HWYWHoney ep.270 Entitlement Slap

https://t.co/WasX641Gf7

Topics: COVID hang-over, World Cup Canada, B… https://t.co/EmeyfDV7F1",
1,1512212281098219531,ThatGuyMrDye,Thu Apr 07 23:34:38 +0000 2022,"Every time my kiddo stops, stares off into a blank space... I know it's coming!!
💩 #dadlife",
2,1512212280552964097,tldhollywood,Thu Apr 07 23:34:37 +0000 2022,"Every time my kiddo stops, stares off into a blank space... I know it's coming!!
💩 #dadlife",
3,1512210839851483140,rgvdads,Thu Apr 07 23:28:54 +0000 2022,"⚾️ UTRGV Baseball 🤝 RGV DADS ✌🏽

@UTRGVBaseball @GoUTRGV #RallyTheValley #baseball #college #university #father… https://t.co/SP97fX8PrL",
4,1512209716717391874,LowerFaster,Thu Apr 07 23:24:26 +0000 2022,"RT @theautismdad: If your child struggles with emotional self-regulation (aka meltdowns, anger, aggression, anxiety, etc),  Mightier can he…",
5,1512206275748237317,BagsTheLot,Thu Apr 07 23:10:46 +0000 2022,"RT @theautismdad: If your child struggles with emotional self-regulation (aka meltdowns, anger, aggression, anxiety, etc),  Mightier can he…",
6,1512205848759738375,theautismdad,Thu Apr 07 23:09:04 +0000 2022,"If your child struggles with emotional self-regulation (aka meltdowns, anger, aggression, anxiety, etc),  Mightier… https://t.co/IycE9XSVAO",
7,1512198814337310732,supergate7,Thu Apr 07 22:41:07 +0000 2022,Fortnite wit friends! | #dadlife !merch #xboxambassador https://t.co/hyc2dlX7vn,
8,1512197000443437065,MikeSmi34121763,Thu Apr 07 22:33:54 +0000 2022,His first collectibles. #dadlife #kids #superthings https://t.co/tj1V2yX9sQ,"[Media(ID=1512196996517531652, Type=photo, DisplayURL='pic.twitter.com/tj1V2yX9sQ')]"
9,1512196710247804930,vonvizuals,Thu Apr 07 22:32:45 +0000 2022,@jurrsay87 Just picked up my son from school #dadlife in full effect,
10,1512196691998523392,TheStuCummins,Thu Apr 07 22:32:41 +0000 2022,"How’s your Thursday night been?

Mine, you ask?

Making Easter chick costumes because we left it too late to order… https://t.co/RUxLFPBsty",
11,1512195420717522957,Addicted_Bcn,Thu Apr 07 22:27:38 +0000 2022,Look at this!!! Lets go  @ApeDadsNFT 🔥. #ApeDads #dadlife #DAPES #juice #mutation https://t.co/BFhKfABwal,
12,1512195371757318146,kodyahuang,Thu Apr 07 22:27:26 +0000 2022,"For the record, Liberty from Paw Patrol: The Movie is annoying. Worst “member” of the Paw Patrol ever. #dadlife",
13,1512193079775797254,NoNutTraveler,Thu Apr 07 22:18:20 +0000 2022,"RT @TherapistTamara: I asked allergy dads what they thought the hardest part of allergy parenting was, and what they and their partner/spou…",
14,1512191473181245446,darrylw71,Thu Apr 07 22:11:57 +0000 2022,"Last game of the season, end of the #hockeydad era as 17 will go away to school next year, daughter retired before… https://t.co/RxTwaeqjAQ",
15,1512190427327250437,MyDadhood,Thu Apr 07 22:07:47 +0000 2022,"Can't wait for him to come home to me!

#fatherhood
#FatherAndSon 
#dadlife
#surprise
#homecoming https://t.co/9Hrg457STJ","[Media(ID=1512190425771225095, Type=photo, DisplayURL='pic.twitter.com/9Hrg457STJ')]"
16,1512189953593290761,NYCDadsGroup,Thu Apr 07 22:05:54 +0000 2022,RT @SFDadsGroup: Should I Be a Stay-at-Home Dad? Some Advice to Consider https://t.co/b1k4y68Lep by @coolminivandad1 #citydads #athome #dad…,
17,1512189537140850695,PS51Manhattan,Thu Apr 07 22:04:15 +0000 2022,RT @SFDadsGroup: Every Child Unique Even If Parents Remain The Same https://t.co/cEzVoPlEqZ by @TheWritingVerse #CityDads #DadLife #parenti…,
18,1512188699555024900,homeschoolcom,Thu Apr 07 22:00:55 +0000 2022,"I find this to be so true! @biglifejournal
#homeschoollife
#momlife
#dadlife https://t.co/jlSO7kRLAt","[Media(ID=1512188698049327114, Type=photo, DisplayURL='pic.twitter.com/jlSO7kRLAt')]"
19,1512186618215641089,TherapistTamara,Thu Apr 07 21:52:39 +0000 2022,"I asked allergy dads what they thought the hardest part of allergy parenting was, and what they and their partner/s… https://t.co/8prwQpYk5E",
20,1512184635068985345,SEBeller,Thu Apr 07 21:44:46 +0000 2022,"Have been with my oldest daughter virtually every day since she was born. Now she's a teen and, understandably, I s… https://t.co/bhmRcqvIsL",
21,1512181927754743817,bishop_ironclad,Thu Apr 07 21:34:01 +0000 2022,That awkward moment you wake up from a nap after dealing with sick children since 5 am #sleeping #dadlife https://t.co/7b6n30hj8C,"[Media(ID=1512181920741965831, Type=animated_gif, DisplayURL='pic.twitter.com/7b6n30hj8C')]"
22,1512181858024493063,NYCDadsGroup,Thu Apr 07 21:33:44 +0000 2022,RT @SFDadsGroup: Every Child Unique Even If Parents Remain The Same https://t.co/cEzVoPlEqZ by @TheWritingVerse #CityDads #DadLife #parenti…,
