,ID,ScreenName,Date,text
19,1515104094297509891,OmahaBurkeFB,Fri Apr 15 23:05:40 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
20,1515103261489041418,WilliamMcDdad8,Fri Apr 15 23:02:21 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj 💪💪💪 Great seeing you guys
21,1515102549560508428,OwenSutter4,Fri Apr 15 22:59:31 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Congrats Mase! 🙌
22,1515102190062481421,CoachWade__,Fri Apr 15 22:58:06 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Sings “it’s only just begun” Congrats Mase!!!
23,1515102088421945346,JeremiahTruitt1,Fri Apr 15 22:57:41 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
24,1515102052392787970,owenthomas23,Fri Apr 15 22:57:33 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj congrats!!
25,1515102007652200451,owenthomas23,Fri Apr 15 22:57:22 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
26,1515101942569177088,CoachWade__,Fri Apr 15 22:57:06 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
27,1515101880170471427,AxcessPeace,Fri Apr 15 22:56:52 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Go lopers!
28,1515101790072619014,LloydJaylen,Fri Apr 15 22:56:30 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
29,1515101671646535681,CurtisTchibozo,Fri Apr 15 22:56:02 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Yuhhhh
30,1515100992785760260,Mas3nBlank,Fri Apr 15 22:53:20 +0000 2022,"After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the… https://t.co/4fJl8ZpbVk"
31,1515100750417965057,habeshafinance,Fri Apr 15 22:52:22 +0000 2022,"My 4 yo daughter and I changed the spark plugs in my 07 Scion tC after getting misfire codes.

No more codes and ca… https://t.co/smzB8RkMLn"
32,1515100723855470597,hexagono_6,Fri Apr 15 22:52:16 +0000 2022,RT @soychalbed: Saludos amigos de #hive en la siguiente publicación recordamos cuando mi hija se fracturó la clavícula en la comunidad de @…
33,1515099143500300296,SSheedy10,Fri Apr 15 22:45:59 +0000 2022,"Just a standard morning in the household… Fox News, coffee and Mia watching her cartoons 👌🏻☕️🌸 #dadlife https://t.co/3LW1m1izQf"
34,1515097614622072837,dontblink2ice,Fri Apr 15 22:39:55 +0000 2022,"9 has nerf night at the ninja lab, he banished me to the parking lot, no parents allowed 🤦🏻‍♂️😂…so parking lot laps… https://t.co/BXhjbyKKDz"
35,1515094755780214792,teamsuperdadHQ,Fri Apr 15 22:28:33 +0000 2022,Do You Believe In God?. Latest blog post from Team Super Dad the No1 community and programme for busy Dads who want… https://t.co/WUGN2WsgGh
36,1515093970573012994,GraphicsKing209,Fri Apr 15 22:25:26 +0000 2022,#YouGuys! #DadLife #DadJokes #LOL #Haha #Easter #Candy https://t.co/SMZ2nmibMp
37,1515091886465335297,JasonLaz,Fri Apr 15 22:17:09 +0000 2022,"Literally just had to suck a noodle out of my kid’s nose during dinner.

Have kids, they said.
It’ll be fun, they s… https://t.co/YTF5xquzMv"
38,1515091473892622340,Chris_Bos,Fri Apr 15 22:15:31 +0000 2022,"I did my kids tax returns today…
That made me feel old. 

#dadlife"
39,1515087445972377606,HoneyyGoddess,Fri Apr 15 21:59:30 +0000 2022,RT @JoeBriggsEsq: A reminder that he was a father to the end. Placing his wife and children in a lifeboat which saved their lives while kno…
40,1515087049430388739,RaquelCasilda,Fri Apr 15 21:57:56 +0000 2022,"RT @jasonkangart: ⚡ NEW DROP ⚡
#19, 20, 21 and 22 of my '30 in 30' collection - now available on @opensea! They're 30 pieces made in 30 min…"
41,1515085790040236033,BigDaddyTail,Fri Apr 15 21:52:55 +0000 2022,great way to end a 💩 week ⛳ #golf #dadlife #FridayVibes https://t.co/gucdLsL83o
42,1515085528072343554,warmpete,Fri Apr 15 21:51:53 +0000 2022,"When the kids are home shower beers only, but when at the grandparents it's beer and a bath time. Stay thirsty my f… https://t.co/64EXvNH5Us"
43,1515085342369619970,jasonious,Fri Apr 15 21:51:09 +0000 2022,"I made way too much vegan minestrone tonight, but it's so good. I've never cooked with black lentils before, and th… https://t.co/1j05ajPGWa"
44,1515084611797364741,Hani_XCV,Fri Apr 15 21:48:15 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
45,1515083226716553222,skizdidlyidler,Fri Apr 15 21:42:44 +0000 2022,"@ApeDadsNFT whales when they see someone break the floor:

#ApeDads #DAPES #DadLife #DadVibes #DiamondHands… https://t.co/Sqz0ilt0cw"
46,1515082099581194245,Joe_Fru,Fri Apr 15 21:38:16 +0000 2022,@JDMorgan This checks out. #DadLife
47,1515081367838674949,sneakerboxClyde,Fri Apr 15 21:35:21 +0000 2022,The dynamic duo. My Monster and me. #dadlife // @RamiDraws Might need a 1/1 🤷🏽‍♂️ https://t.co/JkVKz62QBT
48,1515080079059173381,kylemcbeth92,Fri Apr 15 21:30:14 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
49,1515079394456264710,dollydabsmokez,Fri Apr 15 21:27:31 +0000 2022,#dadlife https://t.co/ZwGCyUCs5D
50,1515076777806344196,1stTimeDada,Fri Apr 15 21:17:07 +0000 2022,"1st day back at work. 12 hour shift. Only just starting to see the end... 

Then home to relieve mum of her long da… https://t.co/xQmBN4J3Kr"
51,1515075480331902976,ryanoconnell79,Fri Apr 15 21:11:57 +0000 2022,"Toddlers when you give them a new thing of bubbles
#dadlife #parenting #TheOffice https://t.co/BMEdYbayHZ"
52,1515075440343490568,NYCDadsGroup,Fri Apr 15 21:11:48 +0000 2022,"RT @CityDadsGroup: School Breaks: Precious Time Parents, Children Shouldn’t Waste https://t.co/qxL6uZ840V by @LarryDBern of @NYCDadsGroup #…"
53,1515075298823487489,NYCDadsGroup,Fri Apr 15 21:11:14 +0000 2022,RT @SFDadsGroup: Every Child Unique Even If Parents Remain The Same https://t.co/cEzVoPDfPz by @TheWritingVerse #CityDads #DadLife #parenti…
54,1515075015372386314,KevinObuya18,Fri Apr 15 21:10:07 +0000 2022,"… no kids but still a father figure. ⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#bestdadever #blackdadsmatter #blackfatherhood #dad #dadbod… https://t.co/gllkUbP6QG"
55,1515074952684257290,PS51Manhattan,Fri Apr 15 21:09:52 +0000 2022,RT @CityDadsGroup: Parents Need to Say ‘No’ So Kids Know They Love Them https://t.co/Raj3DJUSPc by @DadNCharge of @PhillyDadsGroup #citydad…
56,1515074912276295683,5280Keith,Fri Apr 15 21:09:42 +0000 2022,"Special day date with my little goddesses 

#dadlife
#girldad https://t.co/bZObJhiMOp"
57,1515074873810468869,BagsTheLot,Fri Apr 15 21:09:33 +0000 2022,"RT @theautismdad: The biggest challenges I face with my #autistic kids on #COVID19 lockdown 

I've been talking to some fantastic experts o…"
58,1515074579085070336,theautismdad,Fri Apr 15 21:08:23 +0000 2022,"The biggest challenges I face with my #autistic kids on #COVID19 lockdown 

I've been talking to some fantastic exp… https://t.co/9HusDP0e9x"
59,1515074048203665412,93KayP,Fri Apr 15 21:06:16 +0000 2022,Pop out  to the soccer game with the VVs’s &amp; a bunch of snacks model x falcon backseat doing jumping jacks #dadlife can’t wait ❤️🥲
60,1515072769666465804,ByondContention,Fri Apr 15 21:01:11 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
61,1515068357254516753,_rallycap,Fri Apr 15 20:43:39 +0000 2022,@caseybannerman I would get one of these if it was fudge around and find out. #dadlife
62,1515068025749356544,dhilliard74,Fri Apr 15 20:42:20 +0000 2022,"RT @SamRainer: ""Stop chewing on my ear!""
""Then stop spitting in my Easter egg!""

Anybody else trying to wrangle five and six year-old sons…"
63,1515066665515597825,hazMATT0891,Fri Apr 15 20:36:56 +0000 2022,I just wanna make enough money to stay home and help raise the future… #dadlife
64,1515066432421249029,SamRainer,Fri Apr 15 20:36:00 +0000 2022,"""Stop chewing on my ear!""
""Then stop spitting in my Easter egg!""

Anybody else trying to wrangle five and six year-… https://t.co/VlYiVbaemA"
65,1515065636258385920,BeeNaas64,Fri Apr 15 20:32:50 +0000 2022,@JrsGuardianV YEEAAH!!!!!! Sending ❤️&amp; 🙏🏽 &amp; BeaR HuGs on this GooD Friday fr Vancouver BC 🇨🇦 #JrsVoice… https://t.co/TqQwUBsriW
66,1515065567400673282,SoulGrey4_,Fri Apr 15 20:32:34 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
67,1515063616831172612,sweetpuddins,Fri Apr 15 20:24:49 +0000 2022,"RT @skyhighparty: Let's Play! We've got all your favorite sports all in one spot, just for you!⚽🏀⚾🏈

#local #dadlife #houston #dallas #thin…"
68,1515063540796768265,skyhighparty,Fri Apr 15 20:24:31 +0000 2022,"Let's Play! We've got all your favorite sports all in one spot, just for you!⚽🏀⚾🏈

#local #dadlife #houston #dallas… https://t.co/cdrQ9sWMwU"
69,1515062171469848583,joshmanmode_,Fri Apr 15 20:19:04 +0000 2022,"Life is good. 

#dadlife https://t.co/HIFURmbXzi"
70,1515057321478692868,TKaiere,Fri Apr 15 19:59:48 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
71,1515057271490895881,sayersps,Fri Apr 15 19:59:36 +0000 2022,Enjoyed an afternoon at the fair with child number 3 this afternoon. Lying in the grass eating our lunch and a litt… https://t.co/kD2FBN4yHM
72,1515055200800808961,KodyMorris17,Fri Apr 15 19:51:22 +0000 2022,@UncleChaps #dadlife
73,1515054682913357825,Kyle287094751,Fri Apr 15 19:49:19 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
74,1515053987594072064,LeviTindal98,Fri Apr 15 19:46:33 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
75,1515053965573992448,EricGuerin,Fri Apr 15 19:46:28 +0000 2022,Afternoon with the Wild Things watching some other wild things #otter #familytime #dadlife @ EcoTarium https://t.co/yCpU2zRti3
76,1515053665790398464,birdwriter7,Fri Apr 15 19:45:16 +0000 2022,"RT @lets_goread: Four words: 

reading makes a difference.

#parenting #edutwitter #readingforpleasure #kidsbooks #homelibraries #teachers…"
77,1515051472379076618,tribefan248,Fri Apr 15 19:36:33 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
78,1515051409078722562,LilChancla,Fri Apr 15 19:36:18 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
79,1515051323812679685,SharksRsa,Fri Apr 15 19:35:58 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
80,1515051185845288965,ABCDEFGHIJoe,Fri Apr 15 19:35:25 +0000 2022,"RT @The305MVP: My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK! I'M YOU!""…"
81,1515050986708119557,3rdlinedads,Fri Apr 15 19:34:38 +0000 2022,"Good reminder that you can’t back-check without a stick. Two hands dads, let’s go!
👔🏒🍺
#3rdlinedads #herniaallstars… https://t.co/92P1MpIG8e"
82,1515050984938131463,The305MVP,Fri Apr 15 19:34:37 +0000 2022,"My little Dude just played 2K22 for the 1st time. He wore HHH out with his own hammer and pinned him.
""Daddy LOOK!… https://t.co/63AsqyqPFl"
83,1515049511147687937,dadarocks,Fri Apr 15 19:28:46 +0000 2022,The latest From The DaDas Weekly! https://t.co/tyhVZa5Wl5 Thanks to @AaronConrad @homedadnet @LifeofDadShow #citydads #dadlife
84,1515046497309675527,BloggersTribe,Fri Apr 15 19:16:47 +0000 2022,"RT @Jessica_L_Hunt: Hello Weekend! 

What are your plans?
Will you be writing?
Enjoying the outdoors?
Spending time with family and friends…"
85,1515046060917506059,MattTravnik,Fri Apr 15 19:15:03 +0000 2022,"While eating mozzarella sticks I ask my boys, “Does anyone want some fish sticks?” I get a resounding, “No.” Follow… https://t.co/voGqvVsyU1"
86,1515044802135572482,soychalbed,Fri Apr 15 19:10:03 +0000 2022,Saludos amigos de #hive en la siguiente publicación recordamos cuando mi hija se fracturó la clavícula en la comuni… https://t.co/TDC4rgTunU
87,1515042299180466182,Jessica_L_Hunt,Fri Apr 15 19:00:06 +0000 2022,"Hello Weekend! 

What are your plans?
Will you be writing?
Enjoying the outdoors?
Spending time with family and fri… https://t.co/1xRAUBnyMR"
88,1515042268742266882,gillee,Fri Apr 15 18:59:59 +0000 2022,@scottegg235 All good. My 7yo would hit me with the eye roll if I even suggested it. #dadlife
89,1515041367315009536,TylerBoeh,Fri Apr 15 18:56:24 +0000 2022,A fun thing to do if you pack your kids' lunches is to cut their crusts off M-Th and then on Friday surprise them w… https://t.co/zWvZhcigsQ
90,1515041113463209985,NYCDadsGroup,Fri Apr 15 18:55:24 +0000 2022,RT @CityDadsGroup: #Easter #DadJokes Best For Cracking Up Your Peeps https://t.co/At3ei5QCLO by @homeanduncool #Citydads #DadLife #Parentin…
91,1515037386438283272,teamjennygems,Fri Apr 15 18:40:35 +0000 2022,"💙💜Perfect sign to celebrate mom and dad this upcoming Mother's Day and Father's Day! 
https://t.co/xCOMotvAAc… https://t.co/xvUQVfZY5W"
92,1515037238035464195,CityDadsGroup,Fri Apr 15 18:40:00 +0000 2022,#Easter #DadJokes Best For Cracking Up Your Peeps https://t.co/At3ei5QCLO by @homeanduncool #Citydads #DadLife… https://t.co/ITFjBFyx1p
93,1515034048065900557,melting_walls,Fri Apr 15 18:27:19 +0000 2022,Make those deposits into your family this Easter weekend. It is all about the memories. #momlife #dadlife #familylife #Easter Weekend
94,1515033158982512641,IAmAMouthpiece,Fri Apr 15 18:23:47 +0000 2022,"On the road to Indianapolis for Squared Circle Expo II, my wife is driving, and I updated a graphic on my laptop wh… https://t.co/Nw7fZfzHX4"
95,1515030068795424790,justintarte,Fri Apr 15 18:11:30 +0000 2022,"Trip to @stlzoo today was a success for team Tarte.

Love this amazing attraction so close to home.

#dadlife https://t.co/e4XACTUDhJ"
96,1515027561868320775,ralvine,Fri Apr 15 18:01:33 +0000 2022,"RT @VinniePenn: Moonroof + @momjeansca = Memories 
#driving #rocknroll @PremierSubaru @ralvine #dadlife #dad #parenting https://t.co/a4eAGf…"
97,1515027181453328384,officialsimong,Fri Apr 15 18:00:02 +0000 2022,#TGIF #GoodFriday #dadlife #findyourpurpose #GodIsGreat https://t.co/8AqiRFXAA3
98,1515026797691289604,willmatthewsnow,Fri Apr 15 17:58:31 +0000 2022,Proudest dad on the planet. All dressed up for #Easter 🐣 my little is literally everything ❤️❤️ #dadlife… https://t.co/zUQpfw5im4
99,1515026659820412932,VinniePenn,Fri Apr 15 17:57:58 +0000 2022,"Moonroof + @momjeansca = Memories 
#driving #rocknroll @PremierSubaru @ralvine #dadlife #dad #parenting https://t.co/a4eAGfSMv7"
,ID,ScreenName,Date,text
0,1515116645274034176,mosteverything,Fri Apr 15 23:55:32 +0000 2022,"Korben's first solo bath with dad! He's looking at me like, ""Dad you don't know what you're doing"" ...I mean...he a… https://t.co/17wGRUI2jO"
1,1515114700316594184,dontblink2ice,Fri Apr 15 23:47:48 +0000 2022,Also my kid who won’t do anything for himself at home but he will drag this giant “shield” and large nerf gun aroun… https://t.co/IgIhNAIUI0
2,1515113815452667908,mikethemovieguy,Fri Apr 15 23:44:17 +0000 2022,"Me: “Let me get this straight. You don’t get freaked out by #MichaelMyers but the #Wolfman gets to you?”

4yo Jaxon… https://t.co/puXqQD0b3y"
3,1515112673704300545,brandonrummel22,Fri Apr 15 23:39:45 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
4,1515112637155229696,jbporter,Fri Apr 15 23:39:36 +0000 2022,"By our daughter, who brings so much color to our lives. #DadLife https://t.co/QG6pvq5nx8"
5,1515112627344658434,dontblink2ice,Fri Apr 15 23:39:34 +0000 2022,"Watching my kid at this nerf class/battle event…

He is obnoxious as f*ck, I want to pop him with a nerf dart 😂🤣😂🤣… https://t.co/IX8j7y4pyF"
6,1515111946206408704,GregCowboys,Fri Apr 15 23:36:52 +0000 2022,"RT @5280Keith: Special day date with my little goddesses 

#dadlife
#girldad https://t.co/bZObJhiMOp"
7,1515111790916612100,burke_athletics,Fri Apr 15 23:36:15 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
8,1515108831847759882,thatjohnavina,Fri Apr 15 23:24:29 +0000 2022,My son absolutely demolishing his food. #dadlife #kids #naptime https://t.co/pYRsBmxzTb
9,1515108076566859779,ArmaniLevering,Fri Apr 15 23:21:29 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Yuhhhhh‼️‼️
10,1515106678114594817,NinjaGinga07,Fri Apr 15 23:15:56 +0000 2022,"❤️Here is my life, my sunshine through the dark clouds, my happiness through the sadness, my partner in crime, my b… https://t.co/MTKrlpkwCP"
11,1515106121270415360,mrsashmjones,Fri Apr 15 23:13:43 +0000 2022,"💙💙 

@Mas3nBlank 
@dadlife_coachj 
@OmahaBurkeFB 
@Warren_Academy https://t.co/5lh3oAVJzn"
12,1515105558990311424,DMallard17,Fri Apr 15 23:11:29 +0000 2022,"My Friday night - Costco, food lion, cut grass, and taxes. #DadLife"
13,1515105162171494407,mrsashmjones,Fri Apr 15 23:09:54 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj 💙🙌💙🙌💙
14,1515105097386188800,mrsashmjones,Fri Apr 15 23:09:39 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
15,1515104784574992386,UncleLeonardo,Fri Apr 15 23:08:24 +0000 2022,"Help me out! Thinking about getting some new sneakers.   Which ones do I go with? 

#dadlife #dadshoes #dads… https://t.co/xP4t5ZNPDP"
16,1515104588474376192,CarlVogelpohl,Fri Apr 15 23:07:37 +0000 2022,#dadlife @ Scott Field https://t.co/bfccIWChYt
17,1515104231778238465,Khyng5,Fri Apr 15 23:06:12 +0000 2022,@Mas3nBlank @OmahaBurkeFB @CoachJoshLynn @UNK_Football @jones_yano @dadlife_coachj Oh yea mas
18,1515104213315076097,Coach_Pavlik,Fri Apr 15 23:06:08 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
19,1515104094297509891,OmahaBurkeFB,Fri Apr 15 23:05:40 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
20,1515103261489041418,WilliamMcDdad8,Fri Apr 15 23:02:21 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj 💪💪💪 Great seeing you guys
21,1515102549560508428,OwenSutter4,Fri Apr 15 22:59:31 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Congrats Mase! 🙌
22,1515102190062481421,CoachWade__,Fri Apr 15 22:58:06 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Sings “it’s only just begun” Congrats Mase!!!
23,1515102088421945346,JeremiahTruitt1,Fri Apr 15 22:57:41 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
24,1515102052392787970,owenthomas23,Fri Apr 15 22:57:33 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj congrats!!
25,1515102007652200451,owenthomas23,Fri Apr 15 22:57:22 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
26,1515101942569177088,CoachWade__,Fri Apr 15 22:57:06 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
27,1515101880170471427,AxcessPeace,Fri Apr 15 22:56:52 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Go lopers!
28,1515101790072619014,LloydJaylen,Fri Apr 15 22:56:30 +0000 2022,"RT @Mas3nBlank: After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the Universi…"
29,1515101671646535681,CurtisTchibozo,Fri Apr 15 22:56:02 +0000 2022,@Mas3nBlank @CoachJoshLynn @UNK_Football @OmahaBurkeFB @jones_yano @dadlife_coachj Yuhhhh
30,1515100992785760260,Mas3nBlank,Fri Apr 15 22:53:20 +0000 2022,"After a great Junior Day and conversation with @CoachJoshLynn , I’m happy to say I have received an offer from the… https://t.co/4fJl8ZpbVk"
31,1515100750417965057,habeshafinance,Fri Apr 15 22:52:22 +0000 2022,"My 4 yo daughter and I changed the spark plugs in my 07 Scion tC after getting misfire codes.

No more codes and ca… https://t.co/smzB8RkMLn"
32,1515100723855470597,hexagono_6,Fri Apr 15 22:52:16 +0000 2022,RT @soychalbed: Saludos amigos de #hive en la siguiente publicación recordamos cuando mi hija se fracturó la clavícula en la comunidad de @…
33,1515099143500300296,SSheedy10,Fri Apr 15 22:45:59 +0000 2022,"Just a standard morning in the household… Fox News, coffee and Mia watching her cartoons 👌🏻☕️🌸 #dadlife https://t.co/3LW1m1izQf"
34,1515097614622072837,dontblink2ice,Fri Apr 15 22:39:55 +0000 2022,"9 has nerf night at the ninja lab, he banished me to the parking lot, no parents allowed 🤦🏻‍♂️😂…so parking lot laps… https://t.co/BXhjbyKKDz"
35,1515094755780214792,teamsuperdadHQ,Fri Apr 15 22:28:33 +0000 2022,Do You Believe In God?. Latest blog post from Team Super Dad the No1 community and programme for busy Dads who want… https://t.co/WUGN2WsgGh
36,1515093970573012994,GraphicsKing209,Fri Apr 15 22:25:26 +0000 2022,#YouGuys! #DadLife #DadJokes #LOL #Haha #Easter #Candy https://t.co/SMZ2nmibMp
37,1515091886465335297,JasonLaz,Fri Apr 15 22:17:09 +0000 2022,"Literally just had to suck a noodle out of my kid’s nose during dinner.

Have kids, they said.
It’ll be fun, they s… https://t.co/YTF5xquzMv"
38,1515091473892622340,Chris_Bos,Fri Apr 15 22:15:31 +0000 2022,"I did my kids tax returns today…
That made me feel old. 

#dadlife"
